,author,published_at,updated_at,like_count,text
105,@fredericoduvel3092,2023-02-28T11:06:01Z,2023-02-28T11:06:01Z,2,gon na wake nightmare ’ turn indie senile like guy jurassic park…
106,@ajmalsha5597,2023-02-28T09:17:41Z,2023-02-28T09:17:41Z,0,good job
107,@nobodysperfect06,2023-02-28T03:49:59Z,2023-02-28T03:49:59Z,6,hope short round appear would epic even short brief reunion scene
108,@ReaLifeHDchannel,2023-02-28T00:18:29Z,2023-02-28T14:02:09Z,3,reason indy need parachute carry ball steel
109,@superygly,2023-02-27T11:46:02Z,2023-02-27T11:46:02Z,1,
110,@majina.m8112,2023-02-26T14:08:42Z,2023-02-26T14:08:42Z,2,omg let grempa house
111,@raghunathananbazhagan3462,2023-02-26T13:16:50Z,2023-02-26T13:16:50Z,2,movie ’ wait
112,@robertharris2432,2023-02-25T23:30:51Z,2023-02-25T23:30:51Z,1,bring back round eye
113,@jackcack69,2023-02-25T19:48:01Z,2023-02-25T19:48:01Z,0,marion end
114,@antigonisirioti,2023-02-25T16:54:24Z,2023-02-25T16:54:24Z,2,ancient greece definitely involve movie see ruin ancient greek temple goddess athena statue titan atlas hold world shoulder dial destiny must sort time manipulation mechanism capable alter route history fortune glory kid fortune glory
115,@emilesamuel9846,2023-02-25T15:53:00Z,2023-02-25T15:53:00Z,0,put netflix starwars boba fett people luke skywalker ashoka darth maul mandalorian boba fett bokatan kylo ren rex ezra bridger baby yoda strotopers please
116,@priyankamethri7546,2023-02-25T13:36:58Z,2023-02-25T13:36:58Z,0,comment complete
117,@emilesamuel9846,2023-02-25T11:30:19Z,2023-02-25T11:30:19Z,0,put netflix starwars boba fett people luke skywalker ashoka darth maul mandalorian boba fett bokatan kylo ren rex ezra bridger baby yoda strotopers please
118,@buzzsawalphagaming9831,2023-02-25T06:18:32Z,2023-02-25T06:18:32Z,2,look good far let ’ hope ’ make wake
119,@HaiderAli-ju7qw,2023-02-25T05:40:27Z,2023-02-25T05:40:27Z,0,good video
120,@professorcerritos6935,2023-02-25T01:18:01Z,2023-02-25T01:18:01Z,1,adventure live
121,@Darkem-ur5ho,2023-02-24T21:25:05Z,2023-02-24T21:25:05Z,2,im will give fair chance
122,@Moonwatcher2,2023-02-24T20:41:07Z,2023-02-24T20:41:07Z,7,cry tear joy indiana jones say miss part thats problem give mass chill
123,@ttturner68,2023-02-24T13:08:43Z,2023-02-24T13:08:43Z,2,absolutely excite see new film cant wait see kathleens avatar kill george lucas avatar another movie old patriarchy need dismantle mary sue everywhere need make sure happen disney keep put propaganda profit entertainment eventually pay
124,@abdul4687,2023-02-24T07:22:17Z,2023-02-24T07:22:41Z,3,nice movie
125,@Ferri-San,2023-02-24T01:51:49Z,2023-02-24T01:51:49Z,1,im gon na let girlfriend husband stay past pm bedtime see film
126,@NoHandleTube,2023-02-23T21:36:45Z,2023-02-23T21:36:45Z,1,indiana jones sempre una garanzia 😄
127,@cayennepeppa707,2023-02-23T16:36:59Z,2023-02-23T16:36:59Z,1,dont treat male like crap might actually decent movie cant guy disneylucasfilm make movie respect work men woman movie agenda tie suck good story people see really simple ccpdisney need become proamerican
