,author,published_at,updated_at,like_count,text
141,@dantefair1685,2023-11-27T12:02:42Z,2023-11-27T12:02:42Z,0,ужас фильм создан бездарными активистами и меньшинствами для активистов и меньшинств на что вы дауны рассчитывали что индустрия и жанры которые всегда были в почёте в первую очередь у мужского населения и фанатов можно извратить изуродовать и они всё это примут схавают будут писать восхищённые отзывы и ставить высокие оценки вы сделали дepьмо для меньшинств вот меньшинство вам и делает кассу а когда будете делать для большинства и качественно тогда и касса будет соответствующая и даже за хорошие отзывы и оценки платить не придётся и ботфермы для накруток рейтингов не понадобятся как всё сложно дайте фанатам чего они хотят а не того что хотят больные на всю голову активисты вместо того чтобы отменять нормальных актёров сценаристов продюсеров и режиссёров отмените уже активистов они губят индустрию развлечений и очень вредны для бизнеса сколько кассовых провалов вам нужно чтобы это понять
142,@matiasvaisanen8359,2023-11-27T11:38:05Z,2023-11-27T11:38:05Z,0,right movie bad marvel
143,@matiasvaisanen8359,2023-11-27T11:35:04Z,2023-11-27T11:35:15Z,0,go pay watch movie theater watch free home sofa oled ❤
144,@SceneMarine,2023-11-27T11:08:03Z,2023-11-27T11:08:03Z,0,love dislike count hide waste time comment amaze though bad
145,@kalifsaly5290,2023-11-27T07:48:27Z,2023-11-27T07:48:27Z,1,movie beautiful ’ believe unreasonable hater
146,@dipantanna9674,2023-11-27T07:31:28Z,2023-11-27T07:31:28Z,1,classical example true woman empowerment
147,@jean5416,2023-11-27T07:27:19Z,2023-11-27T07:27:19Z,0,thé first mcu movie ’ go see next trash movie avenger young ’ care young character captain america falcon hate actor captain chris evans mcu wake still ’ know danger like thank still ’ know nobody talk tiamut eternals want captain marvel movie please without little girl kamala
148,@miss.charlene,2023-11-27T05:48:14Z,2023-11-27T05:48:56Z,1,awful trailer many last fight go 👎🏾
149,@dilleon,2023-11-27T05:04:26Z,2023-11-27T05:04:26Z,0,need new captain america
150,@mariorcanazza2267,2023-11-27T04:44:11Z,2023-11-27T04:44:11Z,1,omg greenlit 🤣
151,@combatmedic3318,2023-11-27T03:06:26Z,2023-11-27T03:07:04Z,1,finally watch today amaze definitely favorite movie phase really love dynamic carol monica kamala really wan na talk flush carol felt character see cut loose bite girl cute wholesome carry guilt know let monica child second chance kamala idolize way monica monica ’ power showcasing definitely one book really show powerful compare carol honestly star movie opinion impress kamala able keep experience people like carol monica kamala iman imo definitely new face mcu also really love post credit scene ’ wait see happen next movie honestly short ’ long
152,@JungleAsianIslander,2023-11-27T01:33:28Z,2023-11-27T01:33:28Z,0,marvel worth watch either laugh awe thru bts guy prince end credit worth stick around
153,@Diana-wq8gh,2023-11-27T01:25:32Z,2023-11-27T01:25:32Z,1,movie suck part cat hatch cheesy
154,@suppressor808,2023-11-27T01:07:55Z,2023-11-27T01:07:55Z,0,think waste min life watch trailer go see movie
155,@davidencoification,2023-11-26T23:33:47Z,2023-11-26T23:33:47Z,1,bad movie ive see year say alot
156,@deadmanlyndon,2023-11-26T21:55:45Z,2023-11-26T21:55:45Z,1,planet earth interest watch crap script action samething every movie im suprised big fail history
157,@ImReadyDepression,2023-11-26T21:24:38Z,2023-11-26T21:24:38Z,0,feel like fully ai generate movie would good
158,@enginepy,2023-11-26T20:47:47Z,2023-11-26T20:47:47Z,10,’ get mad nobody watch movie brie tell u movie ’ u respect wishes…
159,@emmon5377,2023-11-26T20:39:18Z,2023-11-26T20:39:18Z,2,disney panic wish flop like marvel disney deploy bot social medium drum enthusiasm poorly make movie
160,@emmon5377,2023-11-26T20:29:51Z,2023-11-26T20:29:51Z,2,bore panderverse cringe movie big flop mcu history lose million
161,@yogurt_junior,2023-11-26T20:17:09Z,2023-11-26T20:17:09Z,0,day feel like get ticket
162,@tryshana,2023-11-26T18:53:29Z,2023-11-26T18:53:47Z,1,’ wilding really like laugh multiple time edge seat multiple time say dc fan comment without say it😆😅😅
163,@kenvia,2023-11-26T18:12:00Z,2023-11-26T18:12:00Z,42,marvel late mcu movie struggle box office low open weekend steep week drop franchise history
164,@exposap,2023-11-26T17:47:06Z,2023-11-26T17:47:06Z,2,men hero understand woman empowerment thats become excessively b
165,@KUNALSINGH-zk8su,2023-11-26T16:17:21Z,2023-11-26T16:17:21Z,0,far loki series best
166,@dealleo,2023-11-26T13:31:22Z,2023-11-26T13:31:22Z,0,marvel incredibly excite movie however kamala khan family somewhat annoy blue beetle always tragidy family scene 😮‍💨
167,@GabaZoli,2023-11-26T06:43:20Z,2023-11-26T06:43:20Z,5,become terrible throw price movie ticket trash
168,@borghorsa1902,2023-11-26T05:42:37Z,2023-11-26T10:01:26Z,5,watch want money back 😭 script girl talk simutaneously substance horrific actin bunch noise special effect zero meaningbollywood dancingdisaster
169,@arkine11,2023-11-26T05:35:46Z,2023-11-26T05:35:46Z,116,disney continue impress u new ride downward spiral
170,@deefromott,2023-11-26T05:04:11Z,2023-11-26T05:04:11Z,6,tire moral pander
171,@Nightcus,2023-11-26T04:33:10Z,2023-11-26T04:33:10Z,13,nia dacosta true thanos marvel 😂 shes good make shittttest movie ❤
172,@milindvaidya433,2023-11-26T03:33:30Z,2023-11-26T03:33:30Z,2,webseries make like loki moonknight ugly content like shehulk hawkeye msmarvel secret invasion ruin mcu future make kang variant different actor another mistake
173,@emmon5377,2023-11-26T01:51:50Z,2023-11-26T01:51:50Z,6,ridiculously cringe move even steal plot spaceballs 😄 seriously log personality screen presence brie larson
174,@lincolnbeckett8791,2023-11-25T23:08:55Z,2023-11-25T23:08:55Z,1,anyone come trailer film come good people literally make terrible whats coolpopular kid dont sheep literally bad marvel film come year ant man
175,@collegeguy799,2023-11-25T22:23:07Z,2023-11-25T22:23:07Z,1,thanos deserve
